불량일자,라인,제품코드,제품명,불량유형,불량수량,불량중량_kg,원인,조치사항,처리구분,검사자,LOT번호,비고
2026-02-28,ITALY,ICK-D,이태리다크,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,김품질,L260228-16,
2026-02-28,ITALY,ICK-O,이태리오리지널,성형불량,3,0.3,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),폐기,이검사,L260228-17,
2026-02-28,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,폐기,박검사,L260228-18,
2026-02-28,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 계량 오차,계량기 재보정,폐기,최검사,L260228-19,
2026-02-28,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,김품질,L260228-20,
2026-02-28,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,박검사,L260228-21,
2026-02-28,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,재작업,이검사,L260228-22,
2026-03-03,DUBAI,DCK-C,두바이코코아,성형불량,9,0.9,성형 틀 마모,성형 틀 교체,등급변경,최검사,L260303-01,
2026-03-03,DUBAI,DCK-C,두바이코코아,외관불량,6,0.6,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,이검사,L260303-02,
2026-03-03,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 계량 오차,계량기 재보정,등급변경,최검사,L260303-03,
2026-03-03,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,박검사,L260303-04,
2026-03-03,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,이검사,L260303-05,
2026-03-03,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,최검사,L260303-06,
2026-03-03,DUBAI,DCK-M,두바이말차,성형불량,4,0.4,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,박검사,L260303-07,
2026-03-03,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,폐기,최검사,L260303-08,
2026-03-03,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,폐기,박검사,L260303-09,
2026-03-03,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,최검사,L260303-10,
2026-03-03,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,김품질,L260303-11,
2026-03-03,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,실링 불량,실링기 점검,재작업,박검사,L260303-12,
2026-03-03,ITALY,ICK-D,이태리다크,성형불량,4,0.4,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,폐기,최검사,L260303-13,
2026-03-03,ITALY,ICK-D,이태리다크,외관불량,2,0.2,표면 크랙,냉각 속도 조정,재작업,이검사,L260303-14,
2026-03-03,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 계량 오차,계량기 재보정,폐기,최검사,L260303-15,
2026-03-03,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,재작업,박검사,L260303-16,
2026-03-03,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,성형 틀 마모,성형 틀 교체,등급변경,이검사,L260303-17,
2026-03-03,ITALY,ICK-O,이태리오리지널,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,박검사,L260303-18,
2026-03-03,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,폐기,이검사,L260303-19,
2026-03-03,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,폐기,김품질,L260303-20,
2026-03-04,DUBAI,DCK-C,두바이코코아,성형불량,5,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),재작업,최검사,L260304-01,
2026-03-04,DUBAI,DCK-C,두바이코코아,외관불량,4,0.4,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,이검사,L260304-02,
2026-03-04,DUBAI,DCK-C,두바이코코아,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,최검사,L260304-03,
2026-03-04,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,박검사,L260304-04,
2026-03-04,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,폐기,이검사,L260304-05,
2026-03-04,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,폐기,최검사,L260304-06,
2026-03-04,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,김품질,L260304-07,
2026-03-04,DUBAI,DCK-M,두바이말차,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,최검사,L260304-08,
2026-03-04,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,김품질,L260304-09,
2026-03-04,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,이검사,L260304-10,
2026-03-04,ITALY,ICK-D,이태리다크,성형불량,4,0.5,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,최검사,L260304-11,
2026-03-04,ITALY,ICK-D,이태리다크,외관불량,2,0.2,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,등급변경,이검사,L260304-12,
2026-03-04,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,김품질,L260304-13,
2026-03-04,ITALY,ICK-D,이태리다크,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,박검사,L260304-14,
2026-03-04,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,성형 틀 마모,성형 틀 교체,폐기,최검사,L260304-15,
2026-03-04,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,폐기,이검사,L260304-16,
2026-03-04,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,최검사,L260304-17,
2026-03-04,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,필링 부족,필링 투입량 재설정,재작업,박검사,L260304-18,
2026-03-04,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,이검사,L260304-19,
2026-03-04,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,재작업,최검사,L260304-20,
2026-03-05,DUBAI,DCK-C,두바이코코아,성형불량,9,0.9,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,김품질,L260305-01,
2026-03-05,DUBAI,DCK-C,두바이코코아,외관불량,5,0.5,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,폐기,최검사,L260305-02,
2026-03-05,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,등급변경,박검사,L260305-03,
2026-03-05,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,최검사,L260305-04,
2026-03-05,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,김품질,L260305-05,
2026-03-05,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,폐기,김품질,L260305-06,
2026-03-05,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,폐기,박검사,L260305-07,
2026-03-05,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,등급변경,김품질,L260305-08,
2026-03-05,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,이검사,L260305-09,
2026-03-05,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,등급변경,김품질,L260305-10,
2026-03-05,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,폐기,박검사,L260305-11,
2026-03-05,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,박검사,L260305-12,
2026-03-05,ITALY,ICK-D,이태리다크,성형불량,4,0.4,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),재작업,박검사,L260305-13,
2026-03-05,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,폐기,최검사,L260305-14,
2026-03-05,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,박검사,L260305-15,
2026-03-05,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,최검사,L260305-16,
2026-03-05,ITALY,ICK-O,이태리오리지널,성형불량,5,0.6,성형 틀 마모,성형 틀 교체,등급변경,김품질,L260305-17,
2026-03-05,ITALY,ICK-O,이태리오리지널,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,최검사,L260305-18,
2026-03-05,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,박검사,L260305-19,
2026-03-05,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,필링 부족,필링 투입량 재설정,폐기,최검사,L260305-20,
2026-03-06,DUBAI,DCK-C,두바이코코아,성형불량,9,1.0,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,재작업,최검사,L260306-01,
2026-03-06,DUBAI,DCK-C,두바이코코아,외관불량,6,0.6,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,이검사,L260306-02,
2026-03-06,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,등급변경,김품질,L260306-03,
2026-03-06,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,박검사,L260306-04,
2026-03-06,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,폐기,이검사,L260306-05,
2026-03-06,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,재작업,최검사,L260306-06,
2026-03-06,DUBAI,DCK-M,두바이말차,성형불량,5,0.6,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,김품질,L260306-07,
2026-03-06,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,등급변경,최검사,L260306-08,
2026-03-06,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,박검사,L260306-09,
2026-03-06,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,이검사,L260306-10,
2026-03-06,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,폐기,최검사,L260306-11,
2026-03-06,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,김품질,L260306-12,
2026-03-06,ITALY,ICK-D,이태리다크,성형불량,5,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,최검사,L260306-13,
2026-03-06,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,이검사,L260306-14,
2026-03-06,ITALY,ICK-D,이태리다크,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,김품질,L260306-15,
2026-03-06,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,이검사,L260306-16,
2026-03-06,ITALY,ICK-O,이태리오리지널,성형불량,4,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,재작업,최검사,L260306-17,
2026-03-06,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,등급변경,이검사,L260306-18,
2026-03-06,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,폐기,김품질,L260306-19,
2026-03-06,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,박검사,L260306-20,
2026-03-06,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,이검사,L260306-21,
2026-03-06,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,최검사,L260306-22,
2026-03-07,DUBAI,DCK-C,두바이코코아,성형불량,9,0.9,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,박검사,L260307-01,
2026-03-07,DUBAI,DCK-C,두바이코코아,외관불량,6,0.6,표면 크랙,냉각 속도 조정,재작업,김품질,L260307-02,
2026-03-07,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,등급변경,이검사,L260307-03,
2026-03-07,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,재작업,최검사,L260307-04,
2026-03-07,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,김품질,L260307-05,
2026-03-07,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,박검사,L260307-06,
2026-03-07,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,이검사,L260307-07,
2026-03-07,DUBAI,DCK-M,두바이말차,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,박검사,L260307-08,
2026-03-07,DUBAI,DCK-M,두바이말차,필링불량,1,0.1,필링 온도 부적절,필링 보온 온도 재설정,등급변경,최검사,L260307-09,
2026-03-07,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,김품질,L260307-10,
2026-03-07,ITALY,ICK-D,이태리다크,성형불량,4,0.5,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,최검사,L260307-11,
2026-03-07,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,이검사,L260307-12,
2026-03-07,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 계량 오차,계량기 재보정,폐기,김품질,L260307-13,
2026-03-07,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,재작업,이검사,L260307-14,
2026-03-07,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,재작업,최검사,L260307-15,
2026-03-07,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,이검사,L260307-16,
2026-03-07,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,김품질,L260307-17,
2026-03-07,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,이검사,L260307-18,
2026-03-07,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,폐기,최검사,L260307-19,
2026-03-07,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,재작업,최검사,L260307-20,
2026-03-10,DUBAI,DCK-C,두바이코코아,성형불량,10,1.1,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,이검사,L260310-01,
2026-03-10,DUBAI,DCK-C,두바이코코아,외관불량,6,0.7,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,박검사,L260310-02,
2026-03-10,DUBAI,DCK-C,두바이코코아,필링불량,4,0.4,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,최검사,L260310-03,
2026-03-10,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,김품질,L260310-04,
2026-03-10,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,박검사,L260310-05,
2026-03-10,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,이검사,L260310-06,
2026-03-10,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,이검사,L260310-07,
2026-03-10,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,표면 크랙,냉각 속도 조정,등급변경,박검사,L260310-08,
2026-03-10,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,최검사,L260310-09,
2026-03-10,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,등급변경,김품질,L260310-10,
2026-03-10,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,박검사,L260310-11,
